"Reporting starts","Reporting ends","Ad name","Date created","Attribution setting","Amount spent (USD)","Cost per results","Result indicator",Purchases,"Purchase ROAS (return on ad spend)","CPM (cost per 1,000 impressions) (USD)","CPC (cost per link click) (USD)","Unique CTR (link click-through rate)",Reach,Impressions,Hook,Hold
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",38.92,,,,,12.913072,2.993846,0.546908,2377,3014,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",219.83,43.966,actions:offsite_conversion.fb_pixel_purchase,5,1.093208,12.75116,2.680854,0.676361,11828,17240,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",323.01,26.9175,actions:offsite_conversion.fb_pixel_purchase,12,2.427603,15.276674,2.111176,0.923332,15704,21144,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",4.34,,,,,16.377358,4.34,0.4329,231,265,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",3.86,,,,,14.191176,3.86,0.423729,236,272,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",26.38,,,,,12.173512,5.276,0.3427,1459,2167,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",15.36,15.36,actions:offsite_conversion.fb_pixel_purchase,1,2.600911,13.68984,5.12,0.321543,933,1122,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",20.98,10.49,actions:offsite_conversion.fb_pixel_purchase,2,6.184461,9.721965,4.196,0.295683,1691,2158,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",131.34,43.78,actions:offsite_conversion.fb_pixel_purchase,3,1.292066,13.920509,2.226102,0.852941,6800,9435,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",112.11,,,,,14.896359,3.03,0.580431,6030,7526,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",255.77,28.418888888889,actions:offsite_conversion.fb_pixel_purchase,9,2.03726,10.69675,2.692316,0.515585,17068,23911,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",23.12,,,,,13.196347,2.568889,0.648882,1387,1752,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",2.72,,,,,12.420091,,0,189,219,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",16.26,16.26,actions:offsite_conversion.fb_pixel_purchase,1,2.764453,16.884735,1.806667,0.951249,841,963,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",30.79,30.79,actions:offsite_conversion.fb_pixel_purchase,1,1.297499,12.079247,3.421111,0.454087,1982,2549,,
2019-12-30,2023-01-30,LP9-BFCM-2,2022-12-14,"7-day click",6.26,,,,,16.693333,0.626,2.710027,369,375,0.33333333,0.024
2019-12-30,2023-01-30,"LP9(Cyber Monday) | Cyber Monday | find out sale",2022-12-14,"7-day click",812.65,50.790625,actions:offsite_conversion.fb_pixel_purchase,16,1.026161,19.938906,2.596326,0.886854,34504,40757,0.25315897,0.02340702
2019-12-30,2023-01-30,"LP9(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-14,"7-day click",0.73,,,,,24.333333,0.73,3.448276,29,30,0.1,0.03333333
2019-12-30,2023-01-30,"LP9(Cyber Monday) | Cyber Monday | find out sale",2022-12-14,"7-day click",56.61,28.305,actions:offsite_conversion.fb_pixel_purchase,2,1.507154,17.164948,3.33,0.497977,3213,3298,0.20406307,0.0130382
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-07,"7-day click",0,,,,,0,,0,1,1,,
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-10,"7-day click or 1-day view",0.02,,,,,5,,0,3,4,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",44.37,44.37,actions:offsite_conversion.fb_pixel_purchase,1,1.071445,11.064838,4.033636,0.31746,3465,4010,,
2019-12-30,2023-01-30,"LP9(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-14,"7-day click",0.56,,,,,18.666667,,0,28,30,0.2,
2019-12-30,2023-01-30,LP9-BFCM-2,2022-12-14,"7-day click",10.17,,,,,15.990566,1.13,1.435407,627,636,0.38679245,0.02358491
2019-12-30,2023-01-30,LP9-BFCM-2,2022-12-14,"7-day click",16.08,16.08,actions:offsite_conversion.fb_pixel_purchase,1,2.792289,16.908517,0.804,2.164502,924,951,0.30283912,0.0168244
2019-12-30,2023-01-30,"LP9(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-14,"7-day click",1.43,,,,,20.724638,,0,66,69,0.31884058,0.05797101
2019-12-30,2023-01-30,"LP9(Cyber Monday) | Cyber Monday | find out sale",2022-12-14,"7-day click",629.9,62.99,actions:offsite_conversion.fb_pixel_purchase,10,0.912573,25.549607,2.957277,0.955173,21148,24654,0.28522755,0.02543198
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-14,"7-day click or 1-day view",0.86,,,,,5.548387,,0,142,155,0.23870968,0.02580645
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-14,"7-day click or 1-day view",161.75,20.21875,actions:offsite_conversion.fb_pixel_purchase,8,1.670541,9.422696,1.570388,0.589988,16780,17166,0.44442503,0.0360014
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-14,"7-day click or 1-day view",459.22,16.400714285714,actions:offsite_conversion.fb_pixel_purchase,28,2.56032,7.010671,2.262167,0.323164,61888,65503,0.22537899,0.01760225
2019-12-30,2023-01-30,"LP6 | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-14,"7-day click or 1-day view",125.58,62.79,actions:offsite_conversion.fb_pixel_purchase,2,1.017758,6.117796,1.82,0.326399,20527,20527,0.27359088,0.04579335
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-14,"7-day click or 1-day view",118.78,19.796666666667,actions:offsite_conversion.fb_pixel_purchase,6,1.657434,8.541637,1.414048,0.593687,13812,13906,0.43930677,0.03804113
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-14,"7-day click or 1-day view",414.42,25.90125,actions:offsite_conversion.fb_pixel_purchase,16,1.632402,7.472143,2.181158,0.357307,52336,55462,0.22579424,0.01732718
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-14,"7-day click or 1-day view",0.96,,,,,8.135593,0.96,0.862069,116,118,0.27966102,0.02542373
2019-12-30,2023-01-30,"LP6 | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-14,"7-day click or 1-day view",73.1,73.1,actions:offsite_conversion.fb_pixel_purchase,1,0.614227,6.376483,1.923684,0.348113,10916,11464,0.28087927,0.04849965
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-14,"7-day click or 1-day view",1.11,,,,,7.985612,0.555,1.587302,126,139,0.27338129,0.02158273
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-14,"7-day click or 1-day view",184.29,30.715,actions:offsite_conversion.fb_pixel_purchase,6,1.424331,7.290241,0.985508,0.768391,23816,25279,0.46809605,0.03777839
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-14,"7-day click or 1-day view",381.1,20.057894736842,actions:offsite_conversion.fb_pixel_purchase,19,2.62275,7.738228,1.841063,0.446507,45464,49249,0.25263457,0.02071108
2019-12-30,2023-01-30,"LP6 | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-14,"7-day click or 1-day view",34.34,34.34,actions:offsite_conversion.fb_pixel_purchase,1,1.163366,8.278689,1.493043,0.544824,4038,4148,0.30062681,0.05159113
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.25,,,,,4.901961,,0,48,51,0.25490196,0.01960784
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",59.58,29.79,actions:offsite_conversion.fb_pixel_purchase,2,1.222894,11.372399,2.054483,0.560495,5174,5239,0.48463447,0.04084749
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",45.6,,,,,10.911701,2.171429,0.509338,4123,4179,0.46159368,0.03996171
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",62.35,12.47,actions:offsite_conversion.fb_pixel_purchase,5,2.677145,9.224737,1.55875,0.58209,6700,6759,0.47521823,0.03979879
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",36.65,18.325,actions:offsite_conversion.fb_pixel_purchase,2,2.178718,10.757264,4.072222,0.267142,3369,3407,0.4790138,0.04461403
2019-12-30,2023-01-30,"LP6 | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",1.99,,,,,8.76652,,0,222,227,0.28193833,0.04845815
2019-12-30,2023-01-30,"LP6 | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",8.27,,,,,7.497733,2.0675,0.366972,1090,1103,0.27561197,0.05167724
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",65.24,13.048,actions:offsite_conversion.fb_pixel_purchase,5,2.736818,10.403444,2.416296,0.402576,6210,6271,0.48110349,0.0387498
2019-12-30,2023-01-30,"LP6 | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",9.98,,,,,9.746094,1.2475,0.806452,992,1024,0.31445313,0.04882813
2019-12-30,2023-01-30,"LP6 | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",8.04,,,,,7.165775,2.68,0.274977,1091,1122,0.26114082,0.04812834
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",136.26,27.252,actions:offsite_conversion.fb_pixel_purchase,5,2.306106,7.281569,2.033731,0.34662,18464,18713,0.24816972,0.01816919
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",155.81,38.9525,actions:offsite_conversion.fb_pixel_purchase,4,0.794237,7.534333,2.832909,0.26459,20031,20680,0.27412959,0.02064797
2019-12-30,2023-01-30,"LP6 | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",14.13,,,,,7.568291,7.065,0.109409,1828,1867,0.27477236,0.04392073
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",97.77,32.59,actions:offsite_conversion.fb_pixel_purchase,3,1.735706,7.331284,2.793429,0.263952,13260,13336,0.26747151,0.02054589
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",206.4,41.28,actions:offsite_conversion.fb_pixel_purchase,5,1.051066,8.128544,2.372414,0.33816,25136,25392,0.25893982,0.01886421
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",115.19,23.038,actions:offsite_conversion.fb_pixel_purchase,5,3.129265,7.897299,2.173396,0.369318,14080,14586,0.25503908,0.01679693
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.55,,,,,6.707317,0.55,1.333333,75,82,0.2804878,
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.07,,,,,7.777778,,0,9,9,0.11111111,
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.38,,,,,10,,0,38,38,0.26315789,0.02631579
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.09,,,,,7.5,,0,12,12,0.16666667,
2019-12-30,2023-01-30,ON-SALE-2,2022-12-15,"7-day click or 1-day view",2075.31,32.941428571429,actions:offsite_conversion.fb_pixel_purchase,63,1.346343,17.600051,2.464739,0.788769,103072,117915,0.16319383,0.02632405
2019-12-30,2023-01-30,THE-BLANKET-HOODIE,2022-12-15,"7-day click or 1-day view",822.99,29.3925,actions:offsite_conversion.fb_pixel_purchase,28,1.564296,8.752606,0.634045,1.457766,88080,94028,0.41581231,0.03292636
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",0.11,,,,,15.714286,,0,7,7,0.14285714,0.14285714
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",0.91,,,,,23.947368,0.91,2.631579,38,38,0.36842105,0.07894737
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",0.36,,,,,21.176471,,0,16,17,0.35294118,
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",3.72,,,,,20.782123,1.86,1.129944,177,179,0.24022346,0.03910615
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",0.4,,,,,16.666667,,0,23,24,0.16666667,
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",10.16,10.16,actions:offsite_conversion.fb_pixel_purchase,1,3.439961,21.122661,1.27,1.705757,469,481,0.3035343,0.05821206
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",24.16,,,,,22.432683,1.858462,1.25969,1032,1077,0.34911792,0.07520891
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",2.54,,,,,20.15873,,0,122,126,0.24603175,0.07142857
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",1.36,,,,,22.666667,1.36,1.666667,60,60,0.28333333,0.05
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-15,"7-day click or 1-day view",1.1,,,,,14.473684,1.1,1.333333,75,76,0.34210526,0.03947368
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",2.36,,,,,15.629139,,0,151,151,0.43708609,0.03311258
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",38.7,,,,,18.650602,0.789796,2.40668,2036,2075,0.42072289,0.03228916
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",0.2,,,,,18.181818,,0,11,11,0.27272727,
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",6.31,,,,,18.080229,0.573636,3.293413,334,349,0.42979943,0.04011461
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",1.09,,,,,17.580645,,0,60,62,0.48387097,0.03225806
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",4.77,,,,,17.932331,2.385,0.757576,264,266,0.42105263,0.03759398
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",0.15,,,,,7.5,,0,19,20,0.15,
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",12.05,,,,,19.819079,6.025,0.338983,590,608,0.25493421,0.01973684
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",98.7,,,,,19.068779,1.072826,1.888751,4818,5176,0.41035549,0.0322643
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",4.12,,,,,18.070175,2.06,0.896861,223,228,0.25,0.02192982
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",12.79,,,,,17.888112,1.59875,1.133144,706,715,0.46853147,0.02657343
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",79.69,39.845,actions:offsite_conversion.fb_pixel_purchase,2,1.036015,18.866004,2.213611,0.862706,4057,4224,0.22017045,0.01775568
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",41.48,20.74,actions:offsite_conversion.fb_pixel_purchase,2,2.527724,16.40174,2.962857,0.52867,2459,2529,0.22657177,0.01581653
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",9.99,,,,,18.568773,1.427143,1.330798,526,538,0.2063197,0.01115242
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",9.37,,,,,14.240122,4.685,0.3125,640,658,0.22492401,0.01215805
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",12.81,,,,,16.745098,12.81,0.134409,744,765,0.23529412,0.02614379
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",29.7,,,,,16.010782,2.284615,0.666297,1801,1855,0.19514825,0.02264151
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",11.11,,,,,15.281981,5.555,0.281294,711,727,0.19394773,0.01650619
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-15,"7-day click or 1-day view",7.08,,,,,18.730159,3.54,0.536193,373,378,0.44973545,0.02116402
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | find out sale",2022-12-15,"7-day click or 1-day view",8.24,,,,,16.713996,2.746667,0.630252,476,493,0.20486815,0.00811359
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.05,,,,,16.666667,,0,3,3,0.33333333,
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.73,,,,,16.976744,0.73,2.380952,42,43,0.18604651,0.02325581
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.54,,,,,21.6,,0,23,25,0.16,0.08
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.06,,,,,20,,0,3,3,0.33333333,0.33333333
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-15,"7-day click or 1-day view",0.04,,,,,6.666667,,0,5,6,0.33333333,0.16666667
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-15,"7-day click or 1-day view",24.77,,,,,18.582146,2.477,0.881834,1134,1333,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-15,"7-day click or 1-day view",52.24,26.12,actions:offsite_conversion.fb_pixel_purchase,2,0.935107,13.754608,2.612,0.653168,3062,3798,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-15,"7-day click or 1-day view",2.61,,,,,15.535714,2.61,0.757576,132,168,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-15,"7-day click or 1-day view",33.12,33.12,actions:offsite_conversion.fb_pixel_purchase,1,1.355676,12.621951,2.208,0.474608,2107,2624,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-15,"7-day click or 1-day view",20,,,,,14.705882,4,0.431406,1159,1360,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-15,"7-day click or 1-day view",47.26,,,,,13.936892,2.054783,0.814736,2823,3391,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-15,"7-day click or 1-day view",3.84,,,,,16.271186,1.28,1.010101,198,236,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-15,"7-day click or 1-day view",43.62,43.62,actions:offsite_conversion.fb_pixel_purchase,1,3.588262,10.981873,3.965455,0.380491,2891,3972,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-15,"7-day click or 1-day view",298.1,42.585714285714,actions:offsite_conversion.fb_pixel_purchase,7,1.631198,12.134164,2.922549,0.548246,17328,24567,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-15,"7-day click or 1-day view",12.04,,,,,14.131455,12.04,0.153139,653,852,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-15,"7-day click or 1-day view",4.02,,,,,15.952381,4.02,0.462963,216,252,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-15,"7-day click or 1-day view",10.1,10.1,actions:offsite_conversion.fb_pixel_purchase,1,3.955446,16.31664,1.442857,1.167315,514,619,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-15,"7-day click or 1-day view",30.63,30.63,actions:offsite_conversion.fb_pixel_purchase,1,1.392752,16.309904,2.356154,0.847458,1534,1878,,
